id,timestamp,formatted_timestamp,avgHighPrice,highPriceVolume,avgLowPrice,lowPriceVolume,total_volume,percent_sold,tax,margin,ROI,margin-volume,minVol
562,1770116400,2026-02-03 11:00:00+00:00,76.0,790816,74.0,956245,1747061,54.73449410180869,2.0,0.0,0.0,0.0,790816
563,1770116400,2026-02-03 11:00:00+00:00,119.0,151575,118.0,235619,387194,60.852957432191616,2.0,-1.0,-0.847,-235619.0,151575
564,1770116400,2026-02-03 11:00:00+00:00,96.0,179040,93.0,132673,311713,42.56254952472307,2.0,1.0,1.075,132673.0,132673
565,1770116400,2026-02-03 11:00:00+00:00,221.0,889650,215.0,689347,1578997,43.65727103978031,4.0,2.0,0.93,1378694.0,689347
566,1770116400,2026-02-03 11:00:00+00:00,323.0,691880,320.0,236757,928637,25.49510734549668,6.0,-3.0,-0.938,-710271.0,236757
567,1770116400,2026-02-03 11:00:00+00:00,58.0,19900,50.0,70859,90759,78.07379984354169,1.0,7.0,14.0,496013.0,19900
569,1770116400,2026-02-03 11:00:00+00:00,1044.0,2645,960.0,2345,4990,46.9939879759519,21.0,63.0,6.562,147735.0,2345
571,1770116400,2026-02-03 11:00:00+00:00,748.0,5109,725.0,3129,8238,37.98252002913328,15.0,8.0,1.103,25032.0,3129
573,1770116400,2026-02-03 11:00:00+00:00,996.0,30220,993.0,5665,35885,15.78654033718824,20.0,-17.0,-1.712,-96305.0,5665
575,1770116400,2026-02-03 11:00:00+00:00,725.0,2887,707.0,5854,8741,66.97174236357397,14.0,4.0,0.566,23416.0,2887
577,1770116400,2026-02-03 11:00:00+00:00,1449.0,60,1299.0,15,75,20.0,29.0,121.0,9.315,1815.0,15
579,1770116400,2026-02-03 11:00:00+00:00,401.0,34,393.0,46,80,57.49999999999999,8.0,0.0,0.0,0.0,34
581,1770116400,2026-02-03 11:00:00+00:00,1043.0,14,1039.0,24,38,63.1578947368421,21.0,-17.0,-1.636,-408.0,14
590,1770116400,2026-02-03 11:00:00+00:00,50.0,48,49.0,7,55,12.727272727272727,1.0,0.0,0.0,0.0,7
592,1770116400,2026-02-03 11:00:00+00:00,61.0,1705,60.0,222,1927,11.520498183705241,1.0,0.0,0.0,0.0,222
596,1770116400,2026-02-03 11:00:00+00:00,2.0,175,2.0,1,176,0.5681818181818182,0.0,0.0,0.0,0.0,1
628,1770116400,2026-02-03 11:00:00+00:00,800.0,6,593.0,1,7,14.285714285714285,16.0,191.0,32.209,191.0,1
630,1770116400,2026-02-03 11:00:00+00:00,2153.0,14,2038.0,8,22,36.36363636363637,43.0,72.0,3.533,576.0,8
632,1770116400,2026-02-03 11:00:00+00:00,506.0,1,315.0,2,3,66.66666666666666,10.0,181.0,57.46,362.0,1
636,1770116400,2026-02-03 11:00:00+00:00,1061.0,4,1061.0,1,5,20.0,21.0,-21.0,-1.979,-21.0,1
